Unnamed: 0,Z,Age,Unnamed: 3,Unnamed: 4,Mass,LogL,LogT,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1.0,0.0004,63100000.0,7.8,6.14,6.1346,3.6482,4.1059,2.9474,-4.35,-4.033,-3.59,-3.47,-3.433,-3.383,-3.243,-3.213,-3.173,-0.06388
1.0,0.0004,63100000.0,7.8,6.14,6.135,3.6495,4.0883,2.8757,-4.354,-4.095,-3.68,-3.57,-3.54,-3.498,-3.375,-3.346,-3.311,-0.06387
1.0,0.0004,63100000.0,7.8,6.14,6.1353,3.65,4.0716,2.8081,-4.355,-4.146,-3.77,-3.66,-3.639,-3.607,-3.495,-3.473,-3.443,-0.06387
1.0,0.0004,63100000.0,7.8,6.14,6.1355,3.6503,4.0625,2.7717,-4.356,-4.174,-3.81,-3.71,-3.692,-3.666,-3.56,-3.544,-3.514,-0.06386
1.0,0.0004,63100000.0,7.8,6.14,6.1358,3.6502,4.0462,2.7063,-4.356,-4.21,-3.89,-3.79,-3.778,-3.757,-3.671,-3.652,-3.629,-0.06386
1.0,0.0004,63100000.0,7.8,6.14,6.1361,3.6497,4.0279,2.6339,-4.354,-4.254,-3.97,-3.89,-3.876,-3.861,-3.794,-3.785,-3.76,-0.06386
1.0,0.0004,63100000.0,7.8,6.13,6.1265,3.5554,4.2963,3.8009,-4.119,-3.096,-2.33,-2.13,-2.043,-1.927,-1.656,-1.577,-1.507,-0.06399
1.0,0.0004,63100000.0,7.8,6.13,6.1258,3.5301,4.3103,3.8825,-4.055,-2.968,-2.19,-1.98,-1.891,-1.769,-1.492,-1.407,-1.337,-0.064
1.0,0.0004,63100000.0,7.8,6.14,6.1283,3.5953,4.2637,3.6307,-4.218,-3.323,-2.61,-2.42,-2.34,-2.236,-1.982,-1.909,-1.846,-0.06397
1.0,0.0004,63100000.0,7.8,6.13,6.1244,3.54,4.3418,3.9983,-4.08,-2.871,-2.04,-1.82,-1.721,-1.591,-1.291,-1.201,-1.131,-0.06402
1.0,0.0004,63100000.0,7.8,5.26,5.255,3.1125,4.3182,4.2648,-3.011,-1.87,-1.09,-0.884,-0.794,-0.666,-0.383,-0.299,-0.229,-0.07879
1.0,0.0004,63100000.0,7.8,5.44,5.4403,3.1876,4.3188,4.2073,-3.199,-2.057,-1.28,-1.07,-0.978,-0.85,-0.568,-0.483,-0.413,-0.07518
1.0,0.0004,63100000.0,7.8,5.61,5.5999,3.2543,4.3176,4.1481,-3.366,-2.231,-1.45,-1.24,-1.153,-1.025,-0.745,-0.659,-0.589,-0.07229
1.0,0.0004,63100000.0,7.8,5.74,5.7327,3.3122,4.3145,4.088,-3.511,-2.39,-1.61,-1.41,-1.317,-1.19,-0.913,-0.827,-0.757,-0.07003
1.0,0.0004,63100000.0,7.8,5.86,5.8489,3.3653,4.3097,4.0247,-3.643,-2.545,-1.77,-1.57,-1.479,-1.355,-1.08,-0.996,-0.926,-0.06815
1.0,0.0004,63100000.0,7.8,6.13,6.1251,3.5155,4.3265,3.9615,-4.019,-2.86,-2.06,-1.85,-1.754,-1.624,-1.339,-1.249,-1.179,-0.06401
1.0,0.0004,63100000.0,7.8,6.0,5.9927,3.435,4.3015,3.9325,-3.818,-2.762,-2.0,-1.8,-1.706,-1.587,-1.316,-1.235,-1.165,-0.06594
1.0,0.0004,63100000.0,7.8,6.01,6.0022,3.4398,4.3009,3.9262,-3.829,-2.777,-2.01,-1.81,-1.721,-1.603,-1.331,-1.251,-1.181,-0.0658
1.0,0.0004,63100000.0,7.8,5.96,5.9514,3.4142,4.304,3.9603,-3.766,-2.697,-1.93,-1.73,-1.638,-1.518,-1.245,-1.164,-1.094,-0.06656
